iter	CrossEntropy
703	0.005111979747
704	0.00510904761
705	0.005099199573
706	0.005098131806
707	0.005086734077
708	0.005086403128
709	0.005082404634
710	0.005078043084
711	0.005077220101
712	0.005070215624
713	0.005069046246
714	0.005068901282
715	0.005067639409
716	0.005066652849
717	0.005056125563
718	0.005051124921
719	0.005041607082
720	0.005005646617
721	0.005004941407
722	0.005003309046
723	0.00498065634
724	0.004977551846
725	0.004975880173
726	0.004972463737
727	0.004970014821
728	0.004968648048
729	0.004966558383
730	0.004966319133
731	0.004960570628
732	0.004959295156
733	0.004958455473
734	0.00495497059
735	0.004954005561
736	0.004953990227
737	0.004953342421
738	0.004948605909
739	0.004947745208
740	0.004939675759
741	0.004936659641
742	0.004936141451
743	0.004933796195
744	0.004933793107
745	0.00493376266
746	0.004922871225
747	0.004922245227
748	0.004919785703
749	0.00487444558
750	0.00487441447
751	0.004872368605
752	0.004862705936
753	0.004852240765
754	0.004833056266
755	0.004830807568
756	0.004829991752
757	0.004817638056
758	0.004790538645
759	0.004788706558
760	0.004786938169
761	0.00478658569
762	0.004785663979
763	0.004785061348
764	0.004776927223
765	0.004776518068
766	0.004753560259
767	0.004752966411
768	0.004752961918
769	0.004750819492
770	0.004750797589
771	0.004750783125
772	0.004750535293
773	0.004749739303
774	0.004748758686
775	0.004748449756
776	0.004747857149
777	0.00474713989
778	0.004744771159
779	0.004743040632
780	0.00474142328
781	0.004741094589
782	0.004739937507
783	0.004739930052
784	0.004737727107
785	0.004737608908
786	0.004737604453
787	0.004737413392
788	0.004717595939
789	0.004717582373
790	0.004717124679
791	0.004717009097
792	0.004714670934
793	0.004713172309
794	0.004711486621
795	0.004708309403
796	0.004683050153
797	0.00467970378
798	0.004678899701
799	0.004678180513
800	0.004678175372
801	0.004677199137
802	0.004671870797
803	0.004671027577
804	0.004668579989
805	0.004668196443
806	0.004667037854
807	0.00466479886
808	0.004658852331
809	0.004658627212
810	0.004651107903
811	0.00464845404
812	0.004645693065
813	0.004644861098
814	0.004643602458
815	0.004643296882
816	0.004642942049
817	0.004642927647
818	0.004641558251
819	0.004640697387
820	0.004639270653
821	0.004638575338
822	0.004637135362
823	0.004636915092
824	0.004632416579
825	0.004630331691
826	0.00462895042
827	0.004627543856
828	0.004627351533
829	0.004597126885
830	0.0045932652
831	0.004592804228
832	0.004589929719
833	0.004588272909
834	0.004576253907
835	0.004556192468
836	0.004556125629
837	0.004550318263
838	0.004541674927
839	0.004540068983
840	0.004538495801
841	0.004523266559
842	0.004514757462
843	0.00450866127
844	0.004508373561
845	0.004507055828
846	0.004507054823
847	0.004506433981
848	0.004506071621
849	0.004501770968
850	0.004498723418
851	0.004496173989
852	0.004496167927
853	0.004496040947
854	0.00449433535
855	0.004494227482
856	0.004491799338
857	0.004491785742
858	0.004491277513
859	0.004491164482
860	0.004490713426
861	0.004484913046
862	0.004484374347
863	0.004483768681
864	0.004483422706
865	0.004464249313
866	0.004462430378
867	0.004460223336
868	0.0044584129
869	0.0044542005
870	0.004453899023
871	0.004453170776
872	0.004452797471
873	0.00445100138
874	0.00444970718
875	0.004448511043
876	0.004448344731
877	0.004438134098
878	0.004430611615
879	0.00441552278
880	0.004413175726
881	0.004407618098
882	0.004406522791
883	0.004403036303
884	0.00438421935
885	0.004381428917
886	0.004381384331
887	0.004381377626
888	0.004378533149
889	0.004377461493
890	0.004375054975
891	0.004374460425
892	0.004372318743
893	0.004370343767
894	0.004367353131
895	0.004366545746
896	0.004365544966
897	0.004365142524
898	0.004364169543
899	0.004363820629
900	0.004363604134
901	0.004363534195
902	0.004362609469
903	0.004362185345
904	0.004351556095
905	0.004349929232
906	0.004348916951
907	0.00434833519
908	0.004345995994
909	0.004344558542
910	0.004337563242
911	0.004337533702
912	0.004337266853
913	0.004337043061
914	0.004331668071
915	0.0043307052
916	0.004328985646
917	0.004322424483
918	0.004317975334
919	0.004315445614
920	0.004315194008
921	0.004311145265
922	0.004311142316
923	0.004311047913
924	0.00431101986
925	0.004309264213
926	0.004309246749
927	0.004309246749
928	0.004303125813
929	0.004297139138
930	0.004295774194
931	0.004294862651
932	0.004293901769
933	0.004293588756
934	0.004292698746
935	0.004292655975
936	0.004291788106
937	0.004288568768
938	0.004288406004
939	0.004288155122
940	0.004287758917
941	0.004287485935
942	0.004287285855
943	0.004287234229
944	0.004269139252
945	0.004267082218
946	0.00426625763
947	0.004265034931
948	0.004264945531
949	0.004264020327
950	0.004264015563
951	0.004263936844
952	0.004262856441
953	0.004233570225
954	0.004233525327
955	0.004233312792
956	0.004232678542
957	0.004232677526
958	0.004232397576
959	0.00422932519
960	0.004225914868
961	0.004224761466
962	0.004222730515
963	0.004221921534
964	0.004221921534
965	0.004208448147
966	0.004202007104
967	0.00420121847
968	0.004199891335
969	0.004199032493
970	0.004198228986
971	0.00419740264
972	0.004197189146
973	0.004197167589
974	0.004196457104
975	0.00419630282
976	0.004193619555
977	0.004180688977
978	0.004180356282
979	0.004165369622
980	0.00416079097
981	0.004158173949
982	0.004157461476
983	0.004156356038
984	0.004155955046
985	0.004147334002
986	0.004147268674
987	0.004140488791
988	0.004138406199
989	0.004138399864
990	0.004138004519
991	0.004136517617
992	0.004136514366
993	0.004125726272
994	0.004125543572
995	0.004125393441
996	0.004123821901
997	0.00412309911
998	0.004122596931
999	0.004122374509
