iter	CrossEntropy
0	0.5822767369
1	0.4909950205
2	0.4197332918
3	0.3632340666
4	0.3173187189
5	0.2875204854
6	0.2577048287
7	0.2344664291
8	0.2135922379
9	0.1919545584
10	0.1839061077
11	0.1710916631
12	0.1591737476
13	0.1470016221
14	0.1388969997
15	0.1310754056
16	0.1243823238
17	0.1211110317
18	0.112437348
19	0.107118617
20	0.1024907373
21	0.09892130586
22	0.09321212845
23	0.08957039463
24	0.08661987279
25	0.08301895971
26	0.08104519745
27	0.0803861638
28	0.07684069466
29	0.07543666147
30	0.07240841341
31	0.06978554711
32	0.06840178134
33	0.06730323051
34	0.06543246219
35	0.06366638171
36	0.06320646658
37	0.06155262462
38	0.06002301669
39	0.05830117136
40	0.05734158786
41	0.05660628781
42	0.05633072643
43	0.05535760072
44	0.05501583649
45	0.05393762881
46	0.05236273435
47	0.05157302665
48	0.05070443113
49	0.04928609127
50	0.04888942571
51	0.04791902453
52	0.04722650709
53	0.04646253111
54	0.04573407072
55	0.04536478889
56	0.04491864105
57	0.04434967872
58	0.04328652416
59	0.04253064816
60	0.0421538862
61	0.0418593935
62	0.04155399697
63	0.04108754587
64	0.04054053474
65	0.03912242202
66	0.03809834067
67	0.03750914134
68	0.03721011934
69	0.03657307918
70	0.03608383263
71	0.03563677826
72	0.03420374823
73	0.03388083145
74	0.03338642506
75	0.03312271096
76	0.03300245025
77	0.03276199087
78	0.0323401762
79	0.03204542261
80	0.03189349347
81	0.03159396617
82	0.03120747768
83	0.03096824051
84	0.0308158831
85	0.03042815822
86	0.03004603191
87	0.02970739328
88	0.02925518137
89	0.02919827073
90	0.02880847953
91	0.02871500767
92	0.0285569153
93	0.02807114247
94	0.02794447749
95	0.02777479277
96	0.02757459632
97	0.02732132209
98	0.02713830908
99	0.02698985424
100	0.02677043492
101	0.0266910791
102	0.02647428138
103	0.02632792291
104	0.02615368911
105	0.02598859951
106	0.02579842193
107	0.02571324224
108	0.02548643314
109	0.02529532352
110	0.02522286186
111	0.02500121238
112	0.02480781389
113	0.0247299292
114	0.02464026411
115	0.02370490244
116	0.02358820538
117	0.02345878507
118	0.02333398131
119	0.02317570549
120	0.02306799668
121	0.02304343837
122	0.0228620266
123	0.0227296962
124	0.02260988372
125	0.02241146282
126	0.02211581292
127	0.02207197403
128	0.02202845525
129	0.0219777487
130	0.02195316737
131	0.02143459752
132	0.02139301109
133	0.02128459807
134	0.02097191137
135	0.02087669474
136	0.02077809013
137	0.02065876925
138	0.02035985596
139	0.02017558039
140	0.02012619927
141	0.02009036664
142	0.0196751655
143	0.01961521942
144	0.01956145603
145	0.01918321297
146	0.01907200142
147	0.01901412015
148	0.01882017282
149	0.01866970399
150	0.01851193676
151	0.01845820416
152	0.01837188506
153	0.01835945698
154	0.01835217829
155	0.01835095981
156	0.0182709108
157	0.01794187439
158	0.01780371349
159	0.01769188796
160	0.01740172049
161	0.01711549588
162	0.01709013242
163	0.01700386244
164	0.0169118854
165	0.01682038959
166	0.01648642196
167	0.01629548115
168	0.01613821699
169	0.01603617259
170	0.01600204795
171	0.01598222793
172	0.01579996526
173	0.01568387764
174	0.0156646335
175	0.01552685881
176	0.01541069227
177	0.01537031723
178	0.01527302758
179	0.01521914926
180	0.01514710796
181	0.01504051953
182	0.01496222514
183	0.0149423126
184	0.01492830828
185	0.014892308
186	0.01472395199
187	0.01472276735
188	0.01466384902
189	0.01464005263
190	0.01460304094
191	0.01446278734
192	0.01443844365
193	0.01441673729
194	0.014395635
195	0.01431625145
196	0.0142621727
197	0.01418689793
198	0.0141479142
199	0.01413735645
200	0.01410808008
201	0.01405887055
202	0.01404571479
203	0.01400195188
204	0.01396883781
205	0.01386849218
206	0.01386445772
207	0.01372638979
208	0.0137197195
209	0.01360177596
210	0.01337140456
211	0.01335930731
212	0.01334685346
213	0.01329072389
214	0.01322748744
215	0.01321677871
216	0.01321648675
217	0.01318619946
218	0.01317337774
219	0.01308562837
220	0.01305770911
221	0.01302074462
222	0.01292063402
223	0.01285948977
224	0.01284908548
225	0.01284635878
226	0.01283598273
227	0.01265334382
228	0.01264166166
229	0.01263736241
230	0.01257690387
231	0.01255750952
232	0.01254262901
233	0.01253707796
234	0.01253585273
235	0.01248925353
236	0.01224579047
237	0.01221774343
238	0.01219018813
239	0.01202829105
240	0.01199802166
241	0.01196474693
242	0.01188783248
243	0.0118382235
244	0.01170798283
245	0.01163322327
246	0.01162393838
247	0.01150517836
248	0.01145327758
249	0.01144265506
250	0.01142042937
251	0.01139711137
252	0.01138028478
253	0.01131625204
254	0.01130295382
255	0.01129376661
256	0.01129376333
257	0.01124453887
258	0.0112445356
259	0.01123021155
260	0.01121191994
261	0.01115616825
262	0.01114904046
263	0.01114465934
264	0.01114465812
265	0.01114280011
266	0.01113159517
267	0.01112383677
268	0.01111963967
269	0.01109394993
270	0.01104062106
271	0.01095956429
272	0.01086699934
273	0.01084418174
274	0.01080596739
275	0.01079189461
276	0.01072179549
277	0.01070584502
278	0.01063873734
279	0.01062737543
280	0.01060582161
281	0.0105907325
282	0.01058506941
283	0.01057745301
284	0.01057482288
285	0.01056868334
286	0.01056189165
287	0.01055603635
288	0.01052624421
289	0.01051525622
290	0.01038959496
291	0.01038721104
292	0.01036246662
293	0.01035602436
294	0.01032689247
295	0.01023597857
296	0.01016920143
297	0.01016403038
298	0.01016318704
299	0.01014390609
300	0.0101389335
301	0.01013609975
302	0.01011938443
303	0.01011922509
304	0.0101082584
305	0.01003861919
306	0.01002046256
307	0.0100067849
308	0.01000532905
309	0.009929592965
310	0.0099278663
311	0.009926520096
312	0.009924122712
313	0.009905161897
314	0.00990514534
315	0.009891660432
316	0.00988730657
317	0.00987509014
318	0.00979947692
319	0.009710077099
320	0.009690737437
321	0.009681390422
322	0.00964700761
323	0.009633673198
324	0.009583366421
325	0.009580319277
326	0.00956767135
327	0.00956287391
328	0.009556338153
329	0.009541848384
330	0.009527454737
331	0.009524115433
332	0.009518553102
333	0.009507715062
334	0.009485616603
335	0.009462796152
336	0.009462376066
337	0.009410830594
338	0.009373797769
339	0.009334740707
340	0.009328700058
341	0.009292890751
342	0.009281749272
343	0.009275269295
344	0.009204799794
345	0.00917348115
346	0.009133848585
347	0.009073300587
348	0.009065528069
349	0.009041624611
350	0.009036163868
351	0.009028951336
352	0.008959369972
353	0.008952855933
354	0.008928161425
355	0.008927159231
356	0.008878647475
357	0.008851930394
358	0.008801592815
359	0.00878207352
360	0.008778757966
361	0.008772135778
362	0.008717590772
363	0.008714569668
364	0.008701597555
365	0.008698780339
366	0.008691108855
367	0.008678355247
368	0.008665939807
369	0.008664237476
370	0.008664183035
371	0.008650125669
372	0.008647264243
373	0.00863152513
374	0.008624356129
375	0.008615852319
376	0.008609415575
377	0.008553861348
378	0.00855251958
379	0.008496831606
380	0.008492153205
381	0.008474330909
382	0.00846502346
383	0.008462583585
384	0.008459926456
385	0.008458203253
386	0.008454509458
387	0.008453365388
388	0.008421186318
389	0.008405558437
390	0.008394313658
391	0.008392946748
392	0.008362326848
393	0.008360128884
394	0.008335983326
395	0.008335209103
396	0.008318200716
397	0.008316785392
398	0.008287504648
399	0.008269802129
400	0.008189384968
401	0.008167726239
402	0.008167505568
403	0.008165603733
404	0.008127014564
405	0.008124902565
406	0.008115266867
407	0.00811186659
408	0.008041236642
409	0.008039454776
410	0.008021198269
411	0.007997516428
412	0.007996312135
413	0.007995808782
414	0.007974573439
415	0.007972574988
416	0.007966510201
417	0.00787962123
418	0.007841135392
419	0.007837569079
420	0.007685302574
421	0.007685094245
422	0.007671847796
423	0.0076654669
424	0.007664229006
425	0.007660920363
426	0.007657837776
427	0.007638395734
428	0.007635051342
429	0.007613373299
430	0.007608839477
431	0.007608658517
432	0.007601109488
433	0.007576150156
434	0.007474012108
435	0.007441171654
436	0.007424577965
437	0.007405856039
438	0.007374907574
439	0.007373988049
440	0.007373823274
441	0.007372561595
442	0.007369504091
443	0.007349392292
444	0.007347770467
445	0.007345859777
446	0.007320533525
447	0.007308639181
448	0.007303620026
449	0.007298307694
450	0.007295752649
451	0.007287421352
452	0.007285498176
453	0.007284189891
454	0.007282495796
455	0.007262944188
456	0.00721662377
457	0.00721516404
458	0.007213063972
459	0.007188397586
460	0.007181076843
461	0.007180391236
462	0.007175881537
463	0.007173462281
464	0.007171622704
465	0.007170253266
466	0.007164161271
467	0.00714307501
468	0.007095971207
469	0.007089336699
470	0.007084461441
471	0.007055765367
472	0.007046002476
473	0.007044252644
474	0.007011316649
475	0.007004021384
476	0.007002403246
477	0.00700239401
478	0.006987521892
479	0.006984683575
480	0.006971705234
481	0.006970920512
482	0.006872644694
483	0.006857110866
484	0.006838670517
485	0.006805731322
486	0.006784274493
487	0.006778762051
488	0.00677110355
489	0.006766958889
490	0.006759646781
491	0.006752716939
492	0.006738533399
493	0.006730367185
494	0.006724455219
495	0.006707070199
496	0.006702115782
497	0.006697115838
498	0.006696076197
499	0.006689433316
500	0.006680554314
501	0.006674275537
502	0.006672288122
503	0.006667011152
504	0.006665211871
505	0.006664263666
506	0.006661138013
507	0.006652902948
508	0.006650636937
509	0.006634239503
510	0.006634138196
511	0.006628058342
512	0.006619435401
513	0.006612654782
514	0.006601278881
515	0.006591660216
516	0.006571985184
517	0.006563105882
518	0.006541687705
519	0.006539938542
520	0.006536721993
521	0.00653117072
522	0.006525354492
523	0.006516758152
524	0.006479311829
525	0.006472670603
526	0.006458174549
527	0.006449826457
528	0.006438713907
529	0.00643771056
530	0.006350086511
531	0.006242053705
532	0.006236148362
533	0.006224715594
534	0.006221305323
535	0.006217877081
536	0.006216278262
537	0.006138448546
538	0.006077342145
539	0.006074368568
540	0.006047572132
541	0.006047241996
542	0.006040123002
543	0.006035831506
544	0.006019046486
545	0.006013563581
546	0.005989732104
547	0.005989336113
548	0.005976051664
549	0.005960117431
550	0.005950546581
551	0.005927225393
552	0.005903354705
553	0.005899531205
554	0.005897746026
555	0.005897735372
556	0.005897066498
557	0.00586377813
558	0.005819335559
559	0.005819234979
560	0.005818082598
561	0.005817697299
562	0.005811938705
563	0.00580781962
564	0.005804651253
565	0.005801409267
566	0.005798289337
567	0.005794758134
568	0.005793396926
569	0.00579118239
570	0.005790319575
571	0.00578794008
572	0.005766365633
573	0.005764057697
574	0.005751323334
575	0.005750167764
576	0.005749117808
577	0.005748298294
578	0.005737760383
579	0.005735834153
580	0.00573401552
581	0.005727758251
582	0.005721291322
583	0.005719430395
584	0.005703853986
585	0.005701448069
586	0.005656580239
587	0.005646134009
588	0.005645427365
589	0.005644998717
590	0.005641498042
591	0.005623349336
592	0.005613681927
593	0.005608041346
594	0.005604432572
595	0.005604361908
596	0.00559224517
597	0.005591130636
598	0.005588504915
599	0.005588167176
600	0.00558306685
601	0.005582458757
602	0.005582354648
603	0.005582071161
604	0.005560196834
605	0.005558655795
606	0.005558098346
607	0.005557614213
608	0.005551103053
609	0.005544862051
610	0.005544230494
611	0.005541904258
612	0.005539121164
613	0.005536836316
614	0.005530256051
615	0.005517901585
616	0.005514979763
617	0.005512425604
618	0.005511316263
619	0.005493022207
620	0.005471934497
621	0.005471423169
622	0.005462875537
623	0.005462128196
624	0.005447018823
625	0.005422544854
626	0.005421440796
627	0.00542115139
628	0.005419209989
629	0.005407585105
630	0.005403511424
631	0.005400003411
632	0.00539934503
633	0.005399148864
634	0.005398410374
635	0.00539815773
636	0.005396652354
637	0.005394176927
638	0.005392634247
639	0.005392165099
640	0.005385270624
641	0.005371315669
642	0.005370769276
643	0.005360223203
644	0.005359344047
645	0.005358021007
646	0.005357932267
647	0.005357848294
648	0.005357385177
649	0.005353002395
650	0.005349865179
651	0.005330101935
652	0.005312072931
653	0.005311442656
654	0.005304401872
655	0.005260497281
656	0.005255420647
657	0.005239834096
658	0.005239613537
659	0.005237824991
660	0.005220597159
661	0.005217612874
662	0.005213962525
663	0.005210482885
664	0.005210311631
665	0.005200440621
666	0.005199435283
667	0.0051991665
668	0.005197428918
669	0.005196337543
670	0.005192228794
671	0.005188723785
672	0.005187923379
673	0.005185265644
674	0.005185204878
675	0.005183654724
676	0.005182091018
677	0.005181837507
678	0.005181799857
679	0.005178418182
680	0.005178347789
681	0.005168830749
682	0.005168289175
683	0.005162069473
684	0.005158484033
685	0.005158105653
686	0.005157372172
687	0.005157006861
688	0.005153533523
689	0.005152716765
690	0.005152319512
691	0.005151173183
692	0.005132456499
693	0.005131976616
694	0.005131389701
695	0.005124440863
696	0.005123703842
697	0.00512335052
698	0.005120646358
699	0.005120339036
700	0.005119196873
701	0.005118890528
702	0.005118468685
